戏曲专线,#genre#
吕剧《借年》全本,http://gcw.bdcdn.shoujiduoduo.com/v/190525/fe19a1a13b88107570ccea2b00a3ae65.mp4
吕剧名家之李肖江,http://gcw.bdcdn.shoujiduoduo.com/v/190816/6ad5a4e4d52e4e0b5ca1504b4270c132.mp4
借年（吕剧）1957年,http://gcw.bdcdn.shoujiduoduo.com/v/190606/792a9eb648a14ea69358a36d830596ac.mp4
大型古装吕剧《姊妹易嫁之后》全剧——烟台东方文化书院吕剧团演出,http://gcw.bdcdn.shoujiduoduo.com/v/200302/3273a54b2f5b6a018c481da83b2e1fae.mp4
吕剧《姊妹易嫁》全剧   陈明  任婧  李佳欣       刘文昊   山东省吕剧院演出,http://gcw.bdcdn.shoujiduoduo.com/v/200731/72afc08a2fa76b6ef740dd79fa96a9a2.mp4
吕剧大全吕剧全剧山东-借年选段  面对银灯,http://gcw.bdcdn.shoujiduoduo.com/v/190525/d332bd39c3fe558e27a9c83af6eb95c9.mp4
淮剧名段《赵五娘·看罢榜文心高兴》 名家陈澄 陈明矿演唱   好听好看！,http://gcw.bdcdn.shoujiduoduo.com/v/191206/f490367acea3b1a1599361b33a4e2dde.mp4
晋剧《采桑》 王爱爱 16,http://gcw.bdcdn.shoujiduoduo.com/v/190606/374d25e0ef29fcf333b7d666a7b62423.mp4
蒲剧《关公与貂蝉》 景雪变 03,http://gcw.bdcdn.shoujiduoduo.com/v/190604/94b8d97fc93c3f474062d38887ca4030.mp4
晋剧《于成龙》 谢涛 18,http://gcw.bdcdn.shoujiduoduo.com/v/190612/96e48969c2b1c6ba7fad2cf117cb586d.mp4
舞蹈《姥姥门前唱大戏》群星 01,http://gcw.bdcdn.shoujiduoduo.com/v/190610/b75cdc7accbb45fe67e0aaeeecee5e5f.mp4
北路梆子《王宝钏拜寿》 张彩萍 05,http://gcw.bdcdn.shoujiduoduo.com/v/190604/0859ca8919441aaf860ff70adf0bf17e.mp4
上党梆子《大登殿》 杜建萍 06,http://gcw.bdcdn.shoujiduoduo.com/v/190611/6430b905c85524e4f94a08b6efedba92.mp4
越剧《沙漠王子 伊丽思乡》 何赛飞 07,http://gcw.bdcdn.shoujiduoduo.com/v/190610/4dcaf372bd5a97feb3439c6fe5732cbd.mp4
京剧《御果园》 尚长荣 24,http://gcw.bdcdn.shoujiduoduo.com/v/190612/39feeb688157c1720a241d3c911af4f0.mp4
山西卫视2016戏曲春晚全程回顾,http://gcw.bdcdn.shoujiduoduo.com/v/190602/f5ff8aeace684fdd37f034391f37e47e.mp4
戏曲《金猴闹春》 吕泽先 02,http://gcw.bdcdn.shoujiduoduo.com/v/190603/65f0c490c33a20902cda59552f8aa917.mp4
晋剧《打金枝》 孙红丽 芦变嫦 04,http://gcw.bdcdn.shoujiduoduo.com/v/190604/1dd88615edb412da4430c174754405ee.mp4
晋剧《杨门女将》 郝文龙 08,http://gcw.bdcdn.shoujiduoduo.com/v/190612/1775fc7b1cb374d140604fd57fc1f7db.mp4
蒲剧《灞桥挑袍》 赵振 09,http://gcw.bdcdn.shoujiduoduo.com/v/190612/c739ed50fbc88e57ff6c5c46363eb734.mp4
河北梆子《蝴蝶杯》 计晨 陈丽 张怀宝 10,http://gcw.bdcdn.shoujiduoduo.com/v/190611/f891389bb482457b18c734763e929a3a.mp4
秦腔《二进宫》 包东东 11,http://gcw.bdcdn.shoujiduoduo.com/v/190603/08e63dde7166eeb0ab555751bb81c3a8.mp4
晋剧《相府梦》任舒静 贺莉莉 高师等 12,http://gcw.bdcdn.shoujiduoduo.com/v/190612/4b598475e410c6b8088e8880ec8c7256.mp4
晋剧《宝镜传奇 顶灯》 王鹏 13,http://gcw.bdcdn.shoujiduoduo.com/v/190611/ca084f12816f3c3311ee7e53069afa77.mp4
晋剧《富贵图》 粟桂莲 白玉爱 杨美蓉  14,http://gcw.bdcdn.shoujiduoduo.com/v/190603/733827f62247cac25eb1286e45dc31b0.mp4
老一辈艺术大师集体拜年 15,http://gcw.bdcdn.shoujiduoduo.com/v/190603/7ed0cd4d7110b5f79047667e717e24a3.mp4
晋剧《红高粱》 师学丽 雷永鹏 杨志军等 17,http://gcw.bdcdn.shoujiduoduo.com/v/190612/5a7f01e934da9505ba24dba4e02a8256.mp4
二人台联唱 郭文华 乔盼盼等 19,http://gcw.bdcdn.shoujiduoduo.com/v/190603/1549a9146dec2e42caf73a0ff2a3a372.mp4
京剧《杨门女将》 康静 宿万华 张怀宝等 20,http://gcw.bdcdn.shoujiduoduo.com/v/190612/96bea4568f6784381876ba75b152a816.mp4
豫剧《朝阳沟》 贾文龙 21,http://gcw.bdcdn.shoujiduoduo.com/v/190603/d467fbda4701ebbd130624b1186a7418.mp4
黄梅戏《女驸马》 杨俊 22,http://gcw.bdcdn.shoujiduoduo.com/v/190610/8f3e14fbdc4024eee932165802f06f44.mp4
戏歌《春来了》 刘玉玲 25,http://gcw.bdcdn.shoujiduoduo.com/v/190610/140285e8db6c05d266418df1cf780e19.mp4
戏曲《刘海戏金蟾》赵保乐 袁雪凝 19,http://gcw.bdcdn.shoujiduoduo.com/v/190604/b4a486006a01e72fc31e5db501a3ab86.mp4
戏曲《龙腾津门春来早》朱宝光 赵秀君 24,http://gcw.bdcdn.shoujiduoduo.com/v/190612/89f49f59af162ca675c69c4062c31031.mp4
戏曲《追鱼观灯》王志萍 黄慧 02,http://gcw.bdcdn.shoujiduoduo.com/v/190610/133e3af96ee4601376f48171e11d5568.mp4
歌曲《打虎上山》王平 06,http://gcw.bdcdn.shoujiduoduo.com/v/190603/f34fceff4eaeb9bac611d361cb487dc6.mp4
戏曲《甘露寺》杨少彭 赵华 鲁肃 张建峰 12,http://gcw.bdcdn.shoujiduoduo.com/v/190603/c1782110c10d239bcc0c43e4c5f405b6.mp4
戏曲《贵妃醉酒》梅葆玖 胡文阁 20,http://gcw.bdcdn.shoujiduoduo.com/v/190610/9775adb6220dec4bed6ddaa5daf254ac.mp4
戏曲《花为媒》张涵韵 李静怡 07,http://gcw.bdcdn.shoujiduoduo.com/v/190606/1fd59878892b5564e4cfbe6aa80ba1ca.mp4
戏曲《打龙袍》李宏 08,http://gcw.bdcdn.shoujiduoduo.com/v/190606/3a413f2afb0764d000a6a7bc83ff7291.mp4
戏曲《大登殿》姜亦珊 09,http://gcw.bdcdn.shoujiduoduo.com/v/190604/4741397a975516ee1d507c7fdd9434e8.mp4
戏曲《锁麟囊》吕洋 11,http://gcw.bdcdn.shoujiduoduo.com/v/190610/0cd56c801a744a52b95d8977872c5cd8.mp4
戏曲《鸿门宴》陈少云 23,http://gcw.bdcdn.shoujiduoduo.com/v/190611/0e57bd207bf99966c5080b0862701f95.mp4
歌曲《龙腾盛世闹花灯》孟广禄 李军 吴昊颐 01,http://gcw.bdcdn.shoujiduoduo.com/v/190531/a286f5e77ed9ae9a7d30fec78e9f07e7.mp4
戏曲 墨本丹青版《赵氏孤儿》王珮瑜 邓沐玮 13,http://gcw.bdcdn.shoujiduoduo.com/v/190603/afec850a2118e9362bc8e4195d40d363.mp4
戏曲《清官册》陈春 16,http://gcw.bdcdn.shoujiduoduo.com/v/190612/c5284e2aaf63f4d590572db7a1f6ea09.mp4
戏曲《将相和》张建国 21,http://gcw.bdcdn.shoujiduoduo.com/v/190610/eeee035e7af8cf39fad72b69b59fac54.mp4
戏曲《一轮明月》杨乃鹏 张克 凌珂 卢布 03,http://gcw.bdcdn.shoujiduoduo.com/v/190612/6fb6d22875d8f2872de1f34ffeeb41cc.mp4
歌曲《紫竹调》刘晓捷 王丽君 赵玥 04,http://gcw.bdcdn.shoujiduoduo.com/v/190531/6b6d325c267844fe95350345be80fbaf.mp4
相声《元宵学戏》马志明 黄族民 05,http://gcw.bdcdn.shoujiduoduo.com/v/190603/62501e5eb376cc585f546fcdc40b7d00.mp4
圣僧请尸魔 20,http://gcw.bdcdn.shoujiduoduo.com/v/190611/ef98823e020cc5942cf8d8c3648f5e17.mp4
夜谈白虎岗 18,http://gcw.bdcdn.shoujiduoduo.com/v/190612/8884f90de5fe6125fb844f54ae480604.mp4
三清拜罗汉 16,http://gcw.bdcdn.shoujiduoduo.com/v/190612/85390733aba27caab94bdddf64e4a37e.mp4
精生百骨魔 19,http://gcw.bdcdn.shoujiduoduo.com/v/190618/ad709d371633ad1cd8e09327d2ebc249.mp4
火烧三清观 45,http://gcw.bdcdn.shoujiduoduo.com/v/190622/1735408df9d17b94ab5a96b8a0cda5d9.mp4
圣僧救秋雯 26,http://gcw.bdcdn.shoujiduoduo.com/v/190621/e147aaa38b2f2c75d2c8908bc6260e39.mp4
于香戏四妖 58,http://gcw.bdcdn.shoujiduoduo.com/v/190611/f61e91f082c3f94b2df5185f5650a145.mp4
胡来夜惊魂 14,http://gcw.bdcdn.shoujiduoduo.com/v/190603/539e2cfebee3b328d7453ef875caa9ac.mp4
圣僧探娘舅 47,http://gcw.bdcdn.shoujiduoduo.com/v/190624/b5b5aa4e1e021824ccb04ad9b997141a.mp4
士芳探地府 48,http://gcw.bdcdn.shoujiduoduo.com/v/190621/76e95757d414d30f50bdcb26f93ca9be.mp4
四妖闹张宅 57,http://gcw.bdcdn.shoujiduoduo.com/v/190602/9673cabd75b3a19c2db28f7f6d1c810c.mp4
圣僧显神威 59,http://gcw.bdcdn.shoujiduoduo.com/v/190612/18a3c97ae132ba8e754526981f153932.mp4
巧解马鹤冤 60,http://gcw.bdcdn.shoujiduoduo.com/v/190604/de9bc3e6ecc08a3d35946b4fbdee4ce8.mp4
纸人闹胡门 13,http://gcw.bdcdn.shoujiduoduo.com/v/190603/b7ad48c4c03ffff03b8d5573cfd06519.mp4
夜访白虎岗 15,http://gcw.bdcdn.shoujiduoduo.com/v/190622/74aed8848170c7063b087351457caf94.mp4
圣僧救孝子 17,http://gcw.bdcdn.shoujiduoduo.com/v/190622/308c13780972d3e5c27a36e2aeb0fd0d.mp4
重建大悲楼 25,http://gcw.bdcdn.shoujiduoduo.com/v/190610/0a03de8f97b036b5b444f96ced4c76f2.mp4
千里赴余杭 27,http://gcw.bdcdn.shoujiduoduo.com/v/190622/7756b321697d78c2d01dbf4b6fbc5aeb.mp4
恶道摄魂魄 30,http://gcw.bdcdn.shoujiduoduo.com/v/190621/6b125e2695691e25173bac0e48f5ca6d.mp4
悟真斗獐妖 46,http://gcw.bdcdn.shoujiduoduo.com/v/190620/a1f735bbe3dcbd41a1b03ecaadab8b73.mp4
南派相声来逗乐 相声演员大兵惊喜现身 表演湖南特色相声,http://gcw.bdcdn.shoujiduoduo.com/v/190604/6bdb4de19bf170beec0aa7044cd445ce.mp4
单口相声《光头流浪记》 笑声不断,http://gcw.bdcdn.shoujiduoduo.com/v/190603/6850c2dd4efbf4cdf0ee27ddb5dac653.mp4
马军 盛伟 表演相声《如此较量》,http://gcw.bdcdn.shoujiduoduo.com/v/190622/05dfda875ad9efc328005e08a042e660.mp4
相声演员齐聚现场 “传承”相声 致敬师胜杰,http://gcw.bdcdn.shoujiduoduo.com/v/190620/4c073de15cddf6bba5de015c4dc7ed2a.mp4
五湖四海 山东快书了解一下,http://gcw.bdcdn.shoujiduoduo.com/v/190617/fabc33e59c176e1e3f883b62309280b9.mp4
相声新生报到  后生可畏道阻且长,http://gcw.bdcdn.shoujiduoduo.com/v/190621/d2f87dbe6e775bf246a62b385c7ba237.mp4
“新生”相声演员竞相用原创作品  向相声致敬,http://gcw.bdcdn.shoujiduoduo.com/v/190624/821b77529f3ca80a8e118b0af57261c7.mp4
何云伟 雷恪生互怼笑骂“痰桶” 欢声笑语乐不停,http://gcw.bdcdn.shoujiduoduo.com/v/190617/36f277c359e6c037eaea80b014eddf1f.mp4
郭天翼错把李菁认姚晨 两人默契展现快板绝活,http://gcw.bdcdn.shoujiduoduo.com/v/190612/eef5aed8886fe08f71cef2d497479360.mp4
闫佳宝 何云伟《佳宝教您学外语》探讨中外文化差异,http://gcw.bdcdn.shoujiduoduo.com/v/190622/8ae9b5551fb212c529a9569e0307e2a5.mp4
赶考秀才途中讹人   主考官对联试贤婿,http://gcw.bdcdn.shoujiduoduo.com/v/190603/09035f5130d34aae2472966e0345c012.mp4
相声界“颜值担当”高晓攀与徐宇泽一同带来相声《纸短情长》 尽显潮人风范,http://gcw.bdcdn.shoujiduoduo.com/v/190604/b8d2ac09d29de1b6fc35bd9285ab4a6a.mp4
金霏 陈曦表演相声《老友记》爆笑来袭,http://gcw.bdcdn.shoujiduoduo.com/v/190612/75cc70aff7766166f847ac943070cece.mp4
《知父莫如子》李涵 李菁妙语解说父子情 温情满满,http://gcw.bdcdn.shoujiduoduo.com/v/190618/368c99441fff84b2fe6867fff6c97b97.mp4
陈印泉为找新点子召开座谈会 李鸣宇花式吹捧赵迎新遭嫌弃,http://gcw.bdcdn.shoujiduoduo.com/v/190622/e246902f8aa1118ec1f345bfcfc2c06f.mp4
马志明畅谈天津相声,http://gcw.bdcdn.shoujiduoduo.com/v/190614/8c6958085a1f2999170a06d1bf0f326a.mp4
相声生力军致力于将相声文化发扬光大,http://gcw.bdcdn.shoujiduoduo.com/v/190614/8b7b4566396f7d6cd48a4684e882bbd1.mp4
雷恪生回忆侯耀文调侃马三立,http://gcw.bdcdn.shoujiduoduo.com/v/190618/a4664d7ca9d415a753e2a56ae2bf6bdb.mp4
姜昆解读大国工匠精神,http://gcw.bdcdn.shoujiduoduo.com/v/190620/93303faec291bcf5e61b3c75de6e782f.mp4
杨议谈儿时的相声氛围对自己的影响 田立禾夫妇于杨少华父子舞台叙旧,http://gcw.bdcdn.shoujiduoduo.com/v/190603/9f85a056b86facf341ed9b67f95f5f8e.mp4
相声搭档 张番 刘铨淼的“寻美”之路,http://gcw.bdcdn.shoujiduoduo.com/v/190603/4f16d85a3c28687093cccb344a728bb1.mp4
相声《友情买卖》马军 盛伟,http://gcw.bdcdn.shoujiduoduo.com/v/190531/94afd97227b9c38a802f3a5ec82c34ca.mp4
相声《说学逗唱》于毅 李菁,http://gcw.bdcdn.shoujiduoduo.com/v/190531/674bc5b172d2077da96806ccab31c0d7.mp4
快板说唱秀《当爱已成往事》于毅 李菁,http://gcw.bdcdn.shoujiduoduo.com/v/190606/3d66bfc90714872ec47f2400feae54c7.mp4
相声《王子复仇记》董建春 李丁 李增瑞,http://gcw.bdcdn.shoujiduoduo.com/v/190603/db9dbd5700a24eae729c1fedb6f737fc.mp4
相声《新编绕口令》孙涛 李成儒,http://gcw.bdcdn.shoujiduoduo.com/v/190531/f236eff8bb5b867f92b950580c9c3e28.mp4
相声《学手机》唐从圣 陈汉典,http://gcw.bdcdn.shoujiduoduo.com/v/190605/f29d3fa25e1c46a979b5833f3028904d.mp4
唐从圣爆模仿秀秘籍,http://gcw.bdcdn.shoujiduoduo.com/v/190604/ed821ba93c34791c5abd85aa809a3ea1.mp4
相声《相亲奇遇记》金岩 李国靖,http://gcw.bdcdn.shoujiduoduo.com/v/190603/50f8e57bcc5a4e336c5982501bca0575.mp4
跨年倒计时,http://gcw.bdcdn.shoujiduoduo.com/v/190604/d2d218a32657ed72282e33ea8bbc575a.mp4
2017年天津卫视笑礼相迎相声跨年晚会全程回顾,http://gcw.bdcdn.shoujiduoduo.com/v/190531/16af2942486520fd7a369a4a50bd94f3.mp4
梨园春 170226,http://gcw.bdcdn.shoujiduoduo.com/v/190611/ae8c0be2325fbfdf17a75c6b7adec184.mp4
梨园春 170507,http://gcw.bdcdn.shoujiduoduo.com/v/190627/fccbed8eccf06d0098377b55db01fe82.mp4
梨园春 170101,http://gcw.bdcdn.shoujiduoduo.com/v/190610/8a2a05cd3e49a221bdfd4cbdb7ccdb62.mp4
梨园春 170730,http://gcw.bdcdn.shoujiduoduo.com/v/190627/fcb3e78737712c223a7f026a07b49478.mp4
梨园春 170319,http://gcw.bdcdn.shoujiduoduo.com/v/190625/84dfdcab0068b073a7c39cdc1ebd2fc3.mp4
梨园春 170122,http://gcw.bdcdn.shoujiduoduo.com/v/190621/2d7c7aa6889015a9648c840a3e8b68cc.mp4
梨园春 170212,http://gcw.bdcdn.shoujiduoduo.com/v/190622/025830ed189fcd7ba7c05f440d36b136.mp4
梨园春 170219,http://gcw.bdcdn.shoujiduoduo.com/v/190627/09ee6f26ed96c583b5606c7160a81dcf.mp4
梨园春 170305,http://gcw.bdcdn.shoujiduoduo.com/v/190625/619910d2ea3e4c66adc878b5ee2e038c.mp4
梨园春 170723,http://gcw.bdcdn.shoujiduoduo.com/v/190627/43051670af94253088e95af826f0b7c6.mp4
梨园春 170827,http://gcw.bdcdn.shoujiduoduo.com/v/190627/81689e80d09bf11382375765b715453f.mp4
梨园春 171015,http://gcw.bdcdn.shoujiduoduo.com/v/190625/28605883af3a5ef074b5bcd92972bd98.mp4
梨园春 171105,http://gcw.bdcdn.shoujiduoduo.com/v/190624/4258e342dfe7037f3e3cc090af2f23e8.mp4
梨园春 170813,http://gcw.bdcdn.shoujiduoduo.com/v/190627/3b620d0a0defe82a889282c009aa08fd.mp4
梨园春 171119,http://gcw.bdcdn.shoujiduoduo.com/v/190712/607d1cebcf58aa19506d1b334c3895f8.mp4
梨园春 171112,http://gcw.bdcdn.shoujiduoduo.com/v/190712/80bb23a1c589369e530c15d850b288c4.mp4
梨园春 170108,http://gcw.bdcdn.shoujiduoduo.com/v/190622/f6c292e570c8ef22a8b22e317d28dd30.mp4
梨园春 170115,http://gcw.bdcdn.shoujiduoduo.com/v/190624/094ab85367c868330de4d32190d84625.mp4
梨园春 171029,http://gcw.bdcdn.shoujiduoduo.com/v/190622/16a121f022544319ea05630a766814ab.mp4
梨园春 170326,http://gcw.bdcdn.shoujiduoduo.com/v/190618/b21a2a7e741b1336c67d4053312b18e3.mp4
梨园春 170402,http://gcw.bdcdn.shoujiduoduo.com/v/190627/8363112d442d359558780afbc8b63569.mp4
梨园春 170806,http://gcw.bdcdn.shoujiduoduo.com/v/190627/16a23f9d2f34749bdf324dfab232511d.mp4
梨园春 170820,http://gcw.bdcdn.shoujiduoduo.com/v/190711/7b3a0a7916f7cb48a6f37f31a5aaecad.mp4
梨园春 170903,http://gcw.bdcdn.shoujiduoduo.com/v/190711/611e49a238871e35e54cafdcdf5e7621.mp4
梨园春 170910,http://gcw.bdcdn.shoujiduoduo.com/v/190625/dc6bc549d5ddb452b1dbd9e35fb79d26.mp4
梨园春 170917,http://gcw.bdcdn.shoujiduoduo.com/v/190711/bc1e14f09c9b4ec6d7e4ea302e3f72ac.mp4
梨园春 171022,http://gcw.bdcdn.shoujiduoduo.com/v/190625/8dd2ef9a549fd8e5187d5fc4736cce28.mp4
梨园春 171203,http://gcw.bdcdn.shoujiduoduo.com/v/190712/1758bdbdffb0f5f8148e29e4737115e8.mp4
2018年新年晚会：唱响新时代 擂响大中国,http://gcw.bdcdn.shoujiduoduo.com/v/190627/261c442532c401d214b34e44e449dbb5.mp4
名家齐聚戏曲舞台 5岁萌娃表演豫剧联唱,http://gcw.bdcdn.shoujiduoduo.com/v/190627/4b57a51f88b890bf4091a1ac6a6baf85.mp4
同门姐妹擂台赛强强相遇 萌娃饰演恶婆婆一秒入戏,http://gcw.bdcdn.shoujiduoduo.com/v/190627/87202d178766324c0bf1088a72cdecef.mp4
“机灵鬼”萌娃精通百首戏曲 助阵嘉宾直言后继有人,http://gcw.bdcdn.shoujiduoduo.com/v/190627/4cc248fec1ec1fa0c26eed39cab67fe7.mp4
豫剧名家张宝英亲临现场 即兴创作演唱为选手助阵,http://gcw.bdcdn.shoujiduoduo.com/v/190612/04ce893eed2736d1cadfd306c5353bfc.mp4
著名豫剧表演艺术家张宝英与戏迷精彩演出,http://gcw.bdcdn.shoujiduoduo.com/v/190614/0e453d0df337afa5c2c84aba775e0d64.mp4
杨帅学再度上演夺梅大戏,http://gcw.bdcdn.shoujiduoduo.com/v/190711/15e1f5bd917685244627646bf73353df.mp4
王希玲表演《红灯笼》讲述革命情 全明星版《风流才子》再现经典,http://gcw.bdcdn.shoujiduoduo.com/v/190618/d033058accae14ce40c4a0ee18ec88d5.mp4
豫剧名家五十年后再度联手 为选手助阵共演力作《花为蝶》,http://gcw.bdcdn.shoujiduoduo.com/v/190711/e58e8ce26882439be4acbd0192054b9d.mp4
耄耋夫妻豫剧生涯几十载,http://gcw.bdcdn.shoujiduoduo.com/v/190712/ca72a4c1303a6a8454f588a76d481d91.mp4
名家合作惊喜献唱为选手助力,http://gcw.bdcdn.shoujiduoduo.com/v/190711/747a7d6c99728818f6e9c1a97f3cda24.mp4
小伙同台唱戏名利双收 选手用家乡话互夸,http://gcw.bdcdn.shoujiduoduo.com/v/190711/7d515f0a522b9cec057b3f96d6f72c49.mp4
中国红歌会 130718,http://gcw.bdcdn.shoujiduoduo.com/v/190528/f7b8ebf162ade3dc67833a6e10304197.mp4
中国红歌会 130714,http://gcw.bdcdn.shoujiduoduo.com/v/190601/6f03d1e92cd59df46194f451f8339dec.mp4
中国红歌会 130715,http://gcw.bdcdn.shoujiduoduo.com/v/190527/4b67523a229edbaf5a46ab43087ec611.mp4
中国红歌会 130716,http://gcw.bdcdn.shoujiduoduo.com/v/190604/a75bf611f31e865c5c8c01c728cb0d50.mp4
中国红歌会 130717,http://gcw.bdcdn.shoujiduoduo.com/v/190530/edaf3cc2b334d783ed79f1fe18f14cea.mp4
中国红歌会 130719,http://gcw.bdcdn.shoujiduoduo.com/v/190604/f09f84c0c5de194526dba2b31fd366e6.mp4
中国红歌会 130720,http://gcw.bdcdn.shoujiduoduo.com/v/190604/8d8f72627f420da24f5e060f6074d0fb.mp4
中国红歌会 130721,http://gcw.bdcdn.shoujiduoduo.com/v/190604/870b5723d63e6e5ae8cbd9193d52a942.mp4
中国红歌会 130722,http://gcw.bdcdn.shoujiduoduo.com/v/190529/7d78bc6b7d0edff902139b3a505cda5e.mp4
中国红歌会 130930,http://gcw.bdcdn.shoujiduoduo.com/v/190601/7620e897ca3d4938824e4af44939a1f0.mp4
中国红歌会 130710,http://gcw.bdcdn.shoujiduoduo.com/v/190530/07f5a4c4821e7a27e4ce1a2af8cdfc89.mp4
中国红歌会 130712,http://gcw.bdcdn.shoujiduoduo.com/v/190528/cb8c388783f93480cc46cc449166d089.mp4
中国红歌会 130713,http://gcw.bdcdn.shoujiduoduo.com/v/190531/a8d1a7374488a3237da761bb90bc5f2e.mp4
中国红歌会 130711,http://gcw.bdcdn.shoujiduoduo.com/v/190527/11cb3ae743c09248a376f1bc4ec90f89.mp4
难忘今宵-李谷一1990年春晚,http://gcw.bdcdn.shoujiduoduo.com/v/190528/96cdf5bfe1d5de33c51f6f5b36e5e3a6.mp4
歌唱家李谷一  演唱湖南花鼓戏《补锅》经典好听好看！,http://gcw.bdcdn.shoujiduoduo.com/v/200203/b4370d97c03f157e7238a05b6eb86e4d.mp4
姜昆爆料与李谷一出演《刘海砍樵》背后趣事，太有意思了！,http://gcw.bdcdn.shoujiduoduo.com/v/190823/06b651d0886e9ec3cdd6cd9e9e18acce.mp4
怀旧影视金曲  1985年国产老电影《相思女子客店》插曲《带露的玫瑰》 -李谷一,http://gcw.bdcdn.shoujiduoduo.com/v/190728/34d28db774993c16a564101f31a0b17e.mp4
革命老歌，李谷一《山丹丹花开红艳艳》,http://gcw.bdcdn.shoujiduoduo.com/v/200330/3ee5ae08331c0744fd0a1ea47a819a3e.mp4
11-南京八周年-李谷一-歌曲《大好河山耀中华》,http://gcw.bdcdn.shoujiduoduo.com/v/190617/dd5ea3f5ca8e5b08569f5f2d7a4fb6b4.mp4
天天向上：李谷一挑战让湖南人抓狂的绕口令，太有难度了！,http://gcw.bdcdn.shoujiduoduo.com/v/190720/3678985b132b42acb02d380493887cf9.mp4
李谷一 - 故乡是北京,http://gcw.bdcdn.shoujiduoduo.com/v/190529/a8722200d2037c2e662424f05378bc66.mp4
10-南京八周年-李谷一-歌曲《我和我的祖国》,http://gcw.bdcdn.shoujiduoduo.com/v/190612/6adb04b800278c1198bf326d4b7b8caa.mp4
歌唱家李谷一  湖南花鼓戏《补锅》选段  太好听了！,http://gcw.bdcdn.shoujiduoduo.com/v/190613/9c6397ab8b98f3be0efe508be94d4c5e.mp4
[OK演唱歌曲].我和我的祖国_李谷一,http://gcw.bdcdn.shoujiduoduo.com/v/190902/3e23ea530e4f1d32c7c4294e67868f37.mp4
蓝光影音公司录制《完整版央视嘉宾(小李谷一)曾子洳~~星光大道~开门大吉~非常6 1~幸福账单》,http://gcw.bdcdn.shoujiduoduo.com/v/191211/9a9b93e767eca62581c15ec9da5d77f2.mp4
【郑在秀】春晚恶搞，李谷一老师没有来～,http://gcw.bdcdn.shoujiduoduo.com/v/190917/3f3c2ac0b7957252a39938eb939966b5.mp4
《年轻的朋友来相会》李谷一、谷建芬、刘和刚40年后相聚清华歌会,http://gcw.bdcdn.shoujiduoduo.com/v/190527/1a1d5e07d381da493ef295f38272b4d0.mp4
李谷一《边疆的泉水清又纯》（80年代经典歌曲、电影《黑三角》插曲）,http://gcw.bdcdn.shoujiduoduo.com/v/190527/a13367671f4ba25936ba32c6698dbcce.mp4
李谷一《绒花》-（80年代经典歌曲）,http://gcw.bdcdn.shoujiduoduo.com/v/190527/01bb7233b30867eaa40b483b22125a53.mp4
经典歌曲《一路芬芳》（李谷一 演唱）,http://gcw.bdcdn.shoujiduoduo.com/v/190528/da1de356f707a0bc5dd1b85eb9f76988.mp4
老电影《祖国春常在》原声原画插曲《他们在相爱》 李谷一演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190528/194bb8ebebd5180719297ab5237c5044.mp4
浏阳河 歌声飘过60年现场版,http://gcw.bdcdn.shoujiduoduo.com/v/190527/14a66f5dda520708b73cfd15a6bb1e41.mp4
《 走进新时代》张也 李谷一,http://gcw.bdcdn.shoujiduoduo.com/v/190527/333869a9be4623ebe6593985690c8478.mp4
李谷一 - 知音 1983年春晚 现场版,http://gcw.bdcdn.shoujiduoduo.com/v/190529/6ecd4cddfad76b967dec743d1f9b95e0.mp4
李谷一从艺50周年演唱会【心中的玫瑰】,http://gcw.bdcdn.shoujiduoduo.com/v/190529/d33a6de62e7a6ea7e07ff7c195d61c1e.mp4
刘晓庆、李谷一、赵忠祥再聚首,http://gcw.bdcdn.shoujiduoduo.com/v/190523/ec55ce1ed3a8f3175d6ea395b00e8ffb.mp4
《上海印象 余脉相传》王佩瑜,http://gcw.bdcdn.shoujiduoduo.com/v/200618/7191c24b7da935663e3529f345014c0d.mp4
苏州评弹 情探 演唱：王佩瑜 伴奏 谢岚 黄梦怡,http://gcw.bdcdn.shoujiduoduo.com/v/181108/3150c447ad05580309cf179b0dec09f7.mp4
史依弘王珮瑜, 京剧《坐宫》,http://gcw.bdcdn.shoujiduoduo.com/v/181108/b06590755d6efcefc7cd7ee43407e4c7.mp4
美好奇妙夜：王佩瑜《空城计》，京剧还能这样玩？,http://gcw.bdcdn.shoujiduoduo.com/v/181108/7d707dd8de626ad97cdb2dc443bfbc20.mp4
上海京剧院著名京剧女老生王佩瑜，创新演绎经典京剧《赵氏孤儿》选段,http://gcw.bdcdn.shoujiduoduo.com/v/181108/45c681c284110be15f4f538d6d8ab91a.mp4
向诸葛亮致敬, 京剧《空城计》选段, 演唱: 王珮瑜,http://gcw.bdcdn.shoujiduoduo.com/v/181108/4c01931d4b492c1120ec09147f681147.mp4
京剧《穆桂英》王佩瑜演出部分,http://gcw.bdcdn.shoujiduoduo.com/v/181108/0d91c3d247b33c16b816baf09bbd83fd.mp4
中秋之夜 王佩瑜《千里共婵娟》,http://gcw.bdcdn.shoujiduoduo.com/v/181108/9c6bf4787e37b89fd1b94422de3e3b7b.mp4
娄艺潇、王佩瑜带来《沙家浜·智斗》，唱京剧也超精彩,http://gcw.bdcdn.shoujiduoduo.com/v/181108/fcc196455417e3cdfedb37f1716ea6e6.mp4
